"id","company_name","contact_f_name","address","city","state","postalcode","country","email","payment_methods","email.1","url","note"
2926,"F","F","F","A","J","A","A","F",2,"F","F","A"
2927,"G","G","G","B","K","A","A","G",3,"G","G","A"
2928,"H","H","H","C","L","A","A","H",4,"H","H","A"
2929,"I","I","I","A","A","A","A","I",1,"I","I","A"
2930,"J","J","J","B","B","A","A","J",2,"J","J","A"
2931,"K","K","K","C","C","A","A","K",3,"K","K","A"
2932,"L","L","L","A","D","A","A","L",4,"L","L","A"
2933,"M","M","M","B","E","A","A","M",1,"M","M","A"
2934,"N","N","N","C","F","A","A","N",2,"N","N","A"
2935,"O","O","O","A","G","A","A","O",3,"O","O","A"
2936,"P","P","P","B","H","A","A","P",4,"P","P","A"
2937,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
2938,"R","R","R","A","J","A","A","R",2,"R","R","A"
2939,"S","S","S","B","K","A","A","S",3,"S","S","A"
2940,"T","T","T","C","L","A","A","T",4,"T","T","A"
2941,"A","A","A","A","A","A","A","A",1,"A","A","A"
2942,"B","B","B","B","B","A","A","B",2,"B","B","A"
2943,"C","C","C","C","C","A","A","C",3,"C","C","A"
2944,"D","D","D","A","D","A","A","D",4,"D","D","A"
2945,"E","E","E","B","E","A","A","E",1,"E","E","A"
2946,"F","F","F","C","F","A","A","F",2,"F","F","A"
2947,"G","G","G","A","G","A","A","G",3,"G","G","A"
2948,"H","H","H","B","H","A","A","H",4,"H","H","A"
2949,"I","I","I","C","I","A","A","I",1,"I","I","A"
2950,"J","J","J","A","J","A","A","J",2,"J","J","A"
2951,"K","K","K","B","K","A","A","K",3,"K","K","A"
2952,"L","L","L","C","L","A","A","L",4,"L","L","A"
2953,"M","M","M","A","A","A","A","M",1,"M","M","A"
2954,"N","N","N","B","B","A","A","N",2,"N","N","A"
2955,"O","O","O","C","C","A","A","O",3,"O","O","A"
2956,"P","P","P","A","D","A","A","P",4,"P","P","A"
2957,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
2958,"R","R","R","C","F","A","A","R",2,"R","R","A"
2959,"S","S","S","A","G","A","A","S",3,"S","S","A"
2960,"T","T","T","B","H","A","A","T",4,"T","T","A"
2961,"A","A","A","C","I","A","A","A",1,"A","A","A"
2962,"B","B","B","A","J","A","A","B",2,"B","B","A"
2963,"C","C","C","B","K","A","A","C",3,"C","C","A"
2964,"D","D","D","C","L","A","A","D",4,"D","D","A"
2965,"E","E","E","A","A","A","A","E",1,"E","E","A"
2966,"F","F","F","B","B","A","A","F",2,"F","F","A"
2967,"G","G","G","C","C","A","A","G",3,"G","G","A"
2968,"H","H","H","A","D","A","A","H",4,"H","H","A"
2969,"I","I","I","B","E","A","A","I",1,"I","I","A"
2970,"J","J","J","C","F","A","A","J",2,"J","J","A"
2971,"K","K","K","A","G","A","A","K",3,"K","K","A"
2972,"L","L","L","B","H","A","A","L",4,"L","L","A"
2973,"M","M","M","C","I","A","A","M",1,"M","M","A"
2974,"N","N","N","A","J","A","A","N",2,"N","N","A"
2975,"O","O","O","B","K","A","A","O",3,"O","O","A"
2976,"P","P","P","C","L","A","A","P",4,"P","P","A"
2977,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
2978,"R","R","R","B","B","A","A","R",2,"R","R","A"
2979,"S","S","S","C","C","A","A","S",3,"S","S","A"
2980,"T","T","T","A","D","A","A","T",4,"T","T","A"
2981,"A","A","A","B","E","A","A","A",1,"A","A","A"
2982,"B","B","B","C","F","A","A","B",2,"B","B","A"
2983,"C","C","C","A","G","A","A","C",3,"C","C","A"
2984,"D","D","D","B","H","A","A","D",4,"D","D","A"
2985,"E","E","E","C","I","A","A","E",1,"E","E","A"
2986,"F","F","F","A","J","A","A","F",2,"F","F","A"
2987,"G","G","G","B","K","A","A","G",3,"G","G","A"
2988,"H","H","H","C","L","A","A","H",4,"H","H","A"
2989,"I","I","I","A","A","A","A","I",1,"I","I","A"
2990,"J","J","J","B","B","A","A","J",2,"J","J","A"
2991,"K","K","K","C","C","A","A","K",3,"K","K","A"
2992,"L","L","L","A","D","A","A","L",4,"L","L","A"
2993,"M","M","M","B","E","A","A","M",1,"M","M","A"
2994,"N","N","N","C","F","A","A","N",2,"N","N","A"
2995,"O","O","O","A","G","A","A","O",3,"O","O","A"
2996,"P","P","P","B","H","A","A","P",4,"P","P","A"
2997,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
2998,"R","R","R","A","J","A","A","R",2,"R","R","A"
2999,"S","S","S","B","K","A","A","S",3,"S","S","A"
3000,"T","T","T","C","L","A","A","T",4,"T","T","A"
3001,"A","A","A","A","A","A","A","A",1,"A","A","A"
3002,"B","B","B","B","B","A","A","B",2,"B","B","A"
3003,"C","C","C","C","C","A","A","C",3,"C","C","A"
3004,"D","D","D","A","D","A","A","D",4,"D","D","A"
3005,"E","E","E","B","E","A","A","E",1,"E","E","A"
3006,"F","F","F","C","F","A","A","F",2,"F","F","A"
3007,"G","G","G","A","G","A","A","G",3,"G","G","A"
3008,"H","H","H","B","H","A","A","H",4,"H","H","A"
3009,"I","I","I","C","I","A","A","I",1,"I","I","A"
3010,"J","J","J","A","J","A","A","J",2,"J","J","A"
3011,"K","K","K","B","K","A","A","K",3,"K","K","A"
3012,"L","L","L","C","L","A","A","L",4,"L","L","A"
3013,"M","M","M","A","A","A","A","M",1,"M","M","A"
3014,"N","N","N","B","B","A","A","N",2,"N","N","A"
3015,"O","O","O","C","C","A","A","O",3,"O","O","A"
3016,"P","P","P","A","D","A","A","P",4,"P","P","A"
3017,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
3018,"R","R","R","C","F","A","A","R",2,"R","R","A"
3019,"S","S","S","A","G","A","A","S",3,"S","S","A"
3020,"T","T","T","B","H","A","A","T",4,"T","T","A"
3021,"A","A","A","C","I","A","A","A",1,"A","A","A"
3022,"B","B","B","A","J","A","A","B",2,"B","B","A"
3023,"C","C","C","B","K","A","A","C",3,"C","C","A"
3024,"D","D","D","C","L","A","A","D",4,"D","D","A"
3025,"E","E","E","A","A","A","A","E",1,"E","E","A"
3026,"F","F","F","B","B","A","A","F",2,"F","F","A"
3027,"G","G","G","C","C","A","A","G",3,"G","G","A"
3028,"H","H","H","A","D","A","A","H",4,"H","H","A"
3029,"I","I","I","B","E","A","A","I",1,"I","I","A"
3030,"J","J","J","C","F","A","A","J",2,"J","J","A"
3031,"K","K","K","A","G","A","A","K",3,"K","K","A"
3032,"L","L","L","B","H","A","A","L",4,"L","L","A"
3033,"M","M","M","C","I","A","A","M",1,"M","M","A"
3034,"N","N","N","A","J","A","A","N",2,"N","N","A"
3035,"O","O","O","B","K","A","A","O",3,"O","O","A"
3036,"P","P","P","C","L","A","A","P",4,"P","P","A"
3037,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
3038,"R","R","R","B","B","A","A","R",2,"R","R","A"
3039,"S","S","S","C","C","A","A","S",3,"S","S","A"
3040,"T","T","T","A","D","A","A","T",4,"T","T","A"
3041,"A","A","A","B","E","A","A","A",1,"A","A","A"
3042,"B","B","B","C","F","A","A","B",2,"B","B","A"
3043,"C","C","C","A","G","A","A","C",3,"C","C","A"
3044,"D","D","D","B","H","A","A","D",4,"D","D","A"
3045,"E","E","E","C","I","A","A","E",1,"E","E","A"
3046,"F","F","F","A","J","A","A","F",2,"F","F","A"
3047,"G","G","G","B","K","A","A","G",3,"G","G","A"
3048,"H","H","H","C","L","A","A","H",4,"H","H","A"
3049,"I","I","I","A","A","A","A","I",1,"I","I","A"
3050,"J","J","J","B","B","A","A","J",2,"J","J","A"
3051,"K","K","K","C","C","A","A","K",3,"K","K","A"
3052,"L","L","L","A","D","A","A","L",4,"L","L","A"
3053,"M","M","M","B","E","A","A","M",1,"M","M","A"
3054,"N","N","N","C","F","A","A","N",2,"N","N","A"
3055,"O","O","O","A","G","A","A","O",3,"O","O","A"
3056,"P","P","P","B","H","A","A","P",4,"P","P","A"
3057,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
3058,"R","R","R","A","J","A","A","R",2,"R","R","A"
3059,"S","S","S","B","K","A","A","S",3,"S","S","A"
3060,"T","T","T","C","L","A","A","T",4,"T","T","A"
3061,"A","A","A","A","A","A","A","A",1,"A","A","A"
3062,"B","B","B","B","B","A","A","B",2,"B","B","A"
3063,"C","C","C","C","C","A","A","C",3,"C","C","A"
3064,"D","D","D","A","D","A","A","D",4,"D","D","A"
3065,"E","E","E","B","E","A","A","E",1,"E","E","A"
3066,"F","F","F","C","F","A","A","F",2,"F","F","A"
3067,"G","G","G","A","G","A","A","G",3,"G","G","A"
3068,"H","H","H","B","H","A","A","H",4,"H","H","A"
3069,"I","I","I","C","I","A","A","I",1,"I","I","A"
3070,"J","J","J","A","J","A","A","J",2,"J","J","A"
3071,"K","K","K","B","K","A","A","K",3,"K","K","A"
3072,"L","L","L","C","L","A","A","L",4,"L","L","A"
3073,"M","M","M","A","A","A","A","M",1,"M","M","A"
3074,"N","N","N","B","B","A","A","N",2,"N","N","A"
3075,"O","O","O","C","C","A","A","O",3,"O","O","A"
3076,"P","P","P","A","D","A","A","P",4,"P","P","A"
3077,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
3078,"R","R","R","C","F","A","A","R",2,"R","R","A"
3079,"S","S","S","A","G","A","A","S",3,"S","S","A"
3080,"T","T","T","B","H","A","A","T",4,"T","T","A"
3081,"A","A","A","C","I","A","A","A",1,"A","A","A"
3082,"B","B","B","A","J","A","A","B",2,"B","B","A"
3083,"C","C","C","B","K","A","A","C",3,"C","C","A"
3084,"D","D","D","C","L","A","A","D",4,"D","D","A"
3085,"E","E","E","A","A","A","A","E",1,"E","E","A"
3086,"F","F","F","B","B","A","A","F",2,"F","F","A"
3087,"G","G","G","C","C","A","A","G",3,"G","G","A"
3088,"H","H","H","A","D","A","A","H",4,"H","H","A"
3089,"I","I","I","B","E","A","A","I",1,"I","I","A"
3090,"J","J","J","C","F","A","A","J",2,"J","J","A"
3091,"K","K","K","A","G","A","A","K",3,"K","K","A"
3092,"L","L","L","B","H","A","A","L",4,"L","L","A"
3093,"M","M","M","C","I","A","A","M",1,"M","M","A"
3094,"N","N","N","A","J","A","A","N",2,"N","N","A"
3095,"O","O","O","B","K","A","A","O",3,"O","O","A"
3096,"P","P","P","C","L","A","A","P",4,"P","P","A"
3097,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
3098,"R","R","R","B","B","A","A","R",2,"R","R","A"
3099,"S","S","S","C","C","A","A","S",3,"S","S","A"
3100,"T","T","T","A","D","A","A","T",4,"T","T","A"
3101,"A","A","A","B","E","A","A","A",1,"A","A","A"
3102,"B","B","B","C","F","A","A","B",2,"B","B","A"
3103,"C","C","C","A","G","A","A","C",3,"C","C","A"
3104,"D","D","D","B","H","A","A","D",4,"D","D","A"
3105,"E","E","E","C","I","A","A","E",1,"E","E","A"
3106,"F","F","F","A","J","A","A","F",2,"F","F","A"
3107,"G","G","G","B","K","A","A","G",3,"G","G","A"
3108,"H","H","H","C","L","A","A","H",4,"H","H","A"
3109,"I","I","I","A","A","A","A","I",1,"I","I","A"
3110,"J","J","J","B","B","A","A","J",2,"J","J","A"
3111,"K","K","K","C","C","A","A","K",3,"K","K","A"
3112,"L","L","L","A","D","A","A","L",4,"L","L","A"
3113,"M","M","M","B","E","A","A","M",1,"M","M","A"
3114,"N","N","N","C","F","A","A","N",2,"N","N","A"
3115,"O","O","O","A","G","A","A","O",3,"O","O","A"
3116,"P","P","P","B","H","A","A","P",4,"P","P","A"
3117,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
3118,"R","R","R","A","J","A","A","R",2,"R","R","A"
3119,"S","S","S","B","K","A","A","S",3,"S","S","A"
3120,"T","T","T","C","L","A","A","T",4,"T","T","A"
3121,"A","A","A","A","A","A","A","A",1,"A","A","A"
3122,"B","B","B","B","B","A","A","B",2,"B","B","A"
3123,"C","C","C","C","C","A","A","C",3,"C","C","A"
3124,"D","D","D","A","D","A","A","D",4,"D","D","A"
3125,"E","E","E","B","E","A","A","E",1,"E","E","A"
3126,"F","F","F","C","F","A","A","F",2,"F","F","A"
3127,"G","G","G","A","G","A","A","G",3,"G","G","A"
3128,"H","H","H","B","H","A","A","H",4,"H","H","A"
3129,"I","I","I","C","I","A","A","I",1,"I","I","A"
3130,"J","J","J","A","J","A","A","J",2,"J","J","A"
3131,"K","K","K","B","K","A","A","K",3,"K","K","A"
3132,"L","L","L","C","L","A","A","L",4,"L","L","A"
3133,"M","M","M","A","A","A","A","M",1,"M","M","A"
3134,"N","N","N","B","B","A","A","N",2,"N","N","A"
3135,"O","O","O","C","C","A","A","O",3,"O","O","A"
3136,"P","P","P","A","D","A","A","P",4,"P","P","A"
3137,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
3138,"R","R","R","C","F","A","A","R",2,"R","R","A"
3139,"S","S","S","A","G","A","A","S",3,"S","S","A"
3140,"T","T","T","B","H","A","A","T",4,"T","T","A"
3141,"A","A","A","C","I","A","A","A",1,"A","A","A"
3142,"B","B","B","A","J","A","A","B",2,"B","B","A"
3143,"C","C","C","B","K","A","A","C",3,"C","C","A"
3144,"D","D","D","C","L","A","A","D",4,"D","D","A"
3145,"E","E","E","A","A","A","A","E",1,"E","E","A"
3146,"F","F","F","B","B","A","A","F",2,"F","F","A"
3147,"G","G","G","C","C","A","A","G",3,"G","G","A"
3148,"H","H","H","A","D","A","A","H",4,"H","H","A"
3149,"I","I","I","B","E","A","A","I",1,"I","I","A"
3150,"J","J","J","C","F","A","A","J",2,"J","J","A"
3151,"K","K","K","A","G","A","A","K",3,"K","K","A"
3152,"L","L","L","B","H","A","A","L",4,"L","L","A"
3153,"M","M","M","C","I","A","A","M",1,"M","M","A"
3154,"N","N","N","A","J","A","A","N",2,"N","N","A"
3155,"O","O","O","B","K","A","A","O",3,"O","O","A"
3156,"P","P","P","C","L","A","A","P",4,"P","P","A"
3157,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
3158,"R","R","R","B","B","A","A","R",2,"R","R","A"
3159,"S","S","S","C","C","A","A","S",3,"S","S","A"
3160,"T","T","T","A","D","A","A","T",4,"T","T","A"
3161,"A","A","A","B","E","A","A","A",1,"A","A","A"
3162,"B","B","B","C","F","A","A","B",2,"B","B","A"
3163,"C","C","C","A","G","A","A","C",3,"C","C","A"
3164,"D","D","D","B","H","A","A","D",4,"D","D","A"
3165,"E","E","E","C","I","A","A","E",1,"E","E","A"
3166,"F","F","F","A","J","A","A","F",2,"F","F","A"
3167,"G","G","G","B","K","A","A","G",3,"G","G","A"
3168,"H","H","H","C","L","A","A","H",4,"H","H","A"
3169,"I","I","I","A","A","A","A","I",1,"I","I","A"
3170,"J","J","J","B","B","A","A","J",2,"J","J","A"
3171,"K","K","K","C","C","A","A","K",3,"K","K","A"
3172,"L","L","L","A","D","A","A","L",4,"L","L","A"
3173,"M","M","M","B","E","A","A","M",1,"M","M","A"
3174,"N","N","N","C","F","A","A","N",2,"N","N","A"
3175,"O","O","O","A","G","A","A","O",3,"O","O","A"
3176,"P","P","P","B","H","A","A","P",4,"P","P","A"
3177,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
3178,"R","R","R","A","J","A","A","R",2,"R","R","A"
3179,"S","S","S","B","K","A","A","S",3,"S","S","A"
3180,"T","T","T","C","L","A","A","T",4,"T","T","A"
3181,"A","A","A","A","A","A","A","A",1,"A","A","A"
3182,"B","B","B","B","B","A","A","B",2,"B","B","A"
3183,"C","C","C","C","C","A","A","C",3,"C","C","A"
3184,"D","D","D","A","D","A","A","D",4,"D","D","A"
3185,"E","E","E","B","E","A","A","E",1,"E","E","A"
3186,"F","F","F","C","F","A","A","F",2,"F","F","A"
3187,"G","G","G","A","G","A","A","G",3,"G","G","A"
3188,"H","H","H","B","H","A","A","H",4,"H","H","A"
3189,"I","I","I","C","I","A","A","I",1,"I","I","A"
3190,"J","J","J","A","J","A","A","J",2,"J","J","A"
3191,"K","K","K","B","K","A","A","K",3,"K","K","A"
3192,"L","L","L","C","L","A","A","L",4,"L","L","A"
3193,"M","M","M","A","A","A","A","M",1,"M","M","A"
3194,"N","N","N","B","B","A","A","N",2,"N","N","A"
3195,"O","O","O","C","C","A","A","O",3,"O","O","A"
3196,"P","P","P","A","D","A","A","P",4,"P","P","A"
3197,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
3198,"R","R","R","C","F","A","A","R",2,"R","R","A"
3199,"S","S","S","A","G","A","A","S",3,"S","S","A"
3200,"T","T","T","B","H","A","A","T",4,"T","T","A"
3201,"A","A","A","C","I","A","A","A",1,"A","A","A"
3202,"B","B","B","A","J","A","A","B",2,"B","B","A"
3203,"C","C","C","B","K","A","A","C",3,"C","C","A"
3204,"D","D","D","C","L","A","A","D",4,"D","D","A"
3205,"E","E","E","A","A","A","A","E",1,"E","E","A"
3206,"F","F","F","B","B","A","A","F",2,"F","F","A"
3207,"G","G","G","C","C","A","A","G",3,"G","G","A"
3208,"H","H","H","A","D","A","A","H",4,"H","H","A"
3209,"I","I","I","B","E","A","A","I",1,"I","I","A"
3210,"J","J","J","C","F","A","A","J",2,"J","J","A"
3211,"K","K","K","A","G","A","A","K",3,"K","K","A"
3212,"L","L","L","B","H","A","A","L",4,"L","L","A"
3213,"M","M","M","C","I","A","A","M",1,"M","M","A"
3214,"N","N","N","A","J","A","A","N",2,"N","N","A"
3215,"O","O","O","B","K","A","A","O",3,"O","O","A"
3216,"P","P","P","C","L","A","A","P",4,"P","P","A"
3217,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
3218,"R","R","R","B","B","A","A","R",2,"R","R","A"
3219,"S","S","S","C","C","A","A","S",3,"S","S","A"
3220,"T","T","T","A","D","A","A","T",4,"T","T","A"
3221,"A","A","A","B","E","A","A","A",1,"A","A","A"
3222,"B","B","B","C","F","A","A","B",2,"B","B","A"
3223,"C","C","C","A","G","A","A","C",3,"C","C","A"
3224,"D","D","D","B","H","A","A","D",4,"D","D","A"
3225,"E","E","E","C","I","A","A","E",1,"E","E","A"
3226,"F","F","F","A","J","A","A","F",2,"F","F","A"
3227,"G","G","G","B","K","A","A","G",3,"G","G","A"
3228,"H","H","H","C","L","A","A","H",4,"H","H","A"
3229,"I","I","I","A","A","A","A","I",1,"I","I","A"
3230,"J","J","J","B","B","A","A","J",2,"J","J","A"
3231,"K","K","K","C","C","A","A","K",3,"K","K","A"
3232,"L","L","L","A","D","A","A","L",4,"L","L","A"
3233,"M","M","M","B","E","A","A","M",1,"M","M","A"
3234,"N","N","N","C","F","A","A","N",2,"N","N","A"
3235,"O","O","O","A","G","A","A","O",3,"O","O","A"
3236,"P","P","P","B","H","A","A","P",4,"P","P","A"
3237,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
3238,"R","R","R","A","J","A","A","R",2,"R","R","A"
3239,"S","S","S","B","K","A","A","S",3,"S","S","A"
3240,"T","T","T","C","L","A","A","T",4,"T","T","A"
3241,"A","A","A","A","A","A","A","A",1,"A","A","A"
3242,"B","B","B","B","B","A","A","B",2,"B","B","A"
3243,"C","C","C","C","C","A","A","C",3,"C","C","A"
3244,"D","D","D","A","D","A","A","D",4,"D","D","A"
3245,"E","E","E","B","E","A","A","E",1,"E","E","A"
3246,"F","F","F","C","F","A","A","F",2,"F","F","A"
3247,"G","G","G","A","G","A","A","G",3,"G","G","A"
3248,"H","H","H","B","H","A","A","H",4,"H","H","A"
3249,"I","I","I","C","I","A","A","I",1,"I","I","A"
3250,"J","J","J","A","J","A","A","J",2,"J","J","A"
3251,"K","K","K","B","K","A","A","K",3,"K","K","A"
3252,"L","L","L","C","L","A","A","L",4,"L","L","A"
3253,"M","M","M","A","A","A","A","M",1,"M","M","A"
3254,"N","N","N","B","B","A","A","N",2,"N","N","A"
3255,"O","O","O","C","C","A","A","O",3,"O","O","A"
3256,"P","P","P","A","D","A","A","P",4,"P","P","A"
3257,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
3258,"R","R","R","C","F","A","A","R",2,"R","R","A"
3259,"S","S","S","A","G","A","A","S",3,"S","S","A"
3260,"T","T","T","B","H","A","A","T",4,"T","T","A"
3261,"A","A","A","C","I","A","A","A",1,"A","A","A"
3262,"B","B","B","A","J","A","A","B",2,"B","B","A"
3263,"C","C","C","B","K","A","A","C",3,"C","C","A"
3264,"D","D","D","C","L","A","A","D",4,"D","D","A"
3265,"E","E","E","A","A","A","A","E",1,"E","E","A"
3266,"F","F","F","B","B","A","A","F",2,"F","F","A"
3267,"G","G","G","C","C","A","A","G",3,"G","G","A"
3268,"H","H","H","A","D","A","A","H",4,"H","H","A"
3269,"I","I","I","B","E","A","A","I",1,"I","I","A"
3270,"J","J","J","C","F","A","A","J",2,"J","J","A"
3271,"K","K","K","A","G","A","A","K",3,"K","K","A"
3272,"L","L","L","B","H","A","A","L",4,"L","L","A"
3273,"M","M","M","C","I","A","A","M",1,"M","M","A"
3274,"N","N","N","A","J","A","A","N",2,"N","N","A"
3275,"O","O","O","B","K","A","A","O",3,"O","O","A"
3276,"P","P","P","C","L","A","A","P",4,"P","P","A"
3277,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
3278,"R","R","R","B","B","A","A","R",2,"R","R","A"
3279,"S","S","S","C","C","A","A","S",3,"S","S","A"
3280,"T","T","T","A","D","A","A","T",4,"T","T","A"
3281,"A","A","A","B","E","A","A","A",1,"A","A","A"
3282,"B","B","B","C","F","A","A","B",2,"B","B","A"
3283,"C","C","C","A","G","A","A","C",3,"C","C","A"
3284,"D","D","D","B","H","A","A","D",4,"D","D","A"
3285,"E","E","E","C","I","A","A","E",1,"E","E","A"
3286,"F","F","F","A","J","A","A","F",2,"F","F","A"
3287,"G","G","G","B","K","A","A","G",3,"G","G","A"
3288,"H","H","H","C","L","A","A","H",4,"H","H","A"
3289,"I","I","I","A","A","A","A","I",1,"I","I","A"
3290,"J","J","J","B","B","A","A","J",2,"J","J","A"
3291,"K","K","K","C","C","A","A","K",3,"K","K","A"
3292,"L","L","L","A","D","A","A","L",4,"L","L","A"
3293,"M","M","M","B","E","A","A","M",1,"M","M","A"
3294,"N","N","N","C","F","A","A","N",2,"N","N","A"
3295,"O","O","O","A","G","A","A","O",3,"O","O","A"
3296,"P","P","P","B","H","A","A","P",4,"P","P","A"
3297,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
3298,"R","R","R","A","J","A","A","R",2,"R","R","A"
3299,"S","S","S","B","K","A","A","S",3,"S","S","A"
3300,"T","T","T","C","L","A","A","T",4,"T","T","A"
3301,"A","A","A","A","A","A","A","A",1,"A","A","A"
3302,"B","B","B","B","B","A","A","B",2,"B","B","A"
3303,"C","C","C","C","C","A","A","C",3,"C","C","A"
3304,"D","D","D","A","D","A","A","D",4,"D","D","A"
3305,"E","E","E","B","E","A","A","E",1,"E","E","A"
3306,"F","F","F","C","F","A","A","F",2,"F","F","A"
3307,"G","G","G","A","G","A","A","G",3,"G","G","A"
3308,"H","H","H","B","H","A","A","H",4,"H","H","A"
3309,"I","I","I","C","I","A","A","I",1,"I","I","A"
3310,"J","J","J","A","J","A","A","J",2,"J","J","A"
3311,"K","K","K","B","K","A","A","K",3,"K","K","A"
3312,"L","L","L","C","L","A","A","L",4,"L","L","A"
3313,"M","M","M","A","A","A","A","M",1,"M","M","A"
3314,"N","N","N","B","B","A","A","N",2,"N","N","A"
3315,"O","O","O","C","C","A","A","O",3,"O","O","A"
3316,"P","P","P","A","D","A","A","P",4,"P","P","A"
3317,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
3318,"R","R","R","C","F","A","A","R",2,"R","R","A"
3319,"S","S","S","A","G","A","A","S",3,"S","S","A"
3320,"T","T","T","B","H","A","A","T",4,"T","T","A"
3321,"A","A","A","C","I","A","A","A",1,"A","A","A"
3322,"B","B","B","A","J","A","A","B",2,"B","B","A"
3323,"C","C","C","B","K","A","A","C",3,"C","C","A"
3324,"D","D","D","C","L","A","A","D",4,"D","D","A"
3325,"E","E","E","A","A","A","A","E",1,"E","E","A"
3326,"F","F","F","B","B","A","A","F",2,"F","F","A"
3327,"G","G","G","C","C","A","A","G",3,"G","G","A"
3328,"H","H","H","A","D","A","A","H",4,"H","H","A"
3329,"I","I","I","B","E","A","A","I",1,"I","I","A"
3330,"J","J","J","C","F","A","A","J",2,"J","J","A"
3331,"K","K","K","A","G","A","A","K",3,"K","K","A"
3332,"L","L","L","B","H","A","A","L",4,"L","L","A"
3333,"M","M","M","C","I","A","A","M",1,"M","M","A"
3334,"N","N","N","A","J","A","A","N",2,"N","N","A"
3335,"O","O","O","B","K","A","A","O",3,"O","O","A"
3336,"P","P","P","C","L","A","A","P",4,"P","P","A"
3337,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
3338,"R","R","R","B","B","A","A","R",2,"R","R","A"
3339,"S","S","S","C","C","A","A","S",3,"S","S","A"
3340,"T","T","T","A","D","A","A","T",4,"T","T","A"
3341,"A","A","A","B","E","A","A","A",1,"A","A","A"
3342,"B","B","B","C","F","A","A","B",2,"B","B","A"
3343,"C","C","C","A","G","A","A","C",3,"C","C","A"
3344,"D","D","D","B","H","A","A","D",4,"D","D","A"
3345,"E","E","E","C","I","A","A","E",1,"E","E","A"
3346,"F","F","F","A","J","A","A","F",2,"F","F","A"
3347,"G","G","G","B","K","A","A","G",3,"G","G","A"
3348,"H","H","H","C","L","A","A","H",4,"H","H","A"
3349,"I","I","I","A","A","A","A","I",1,"I","I","A"
3350,"J","J","J","B","B","A","A","J",2,"J","J","A"
3351,"K","K","K","C","C","A","A","K",3,"K","K","A"
3352,"L","L","L","A","D","A","A","L",4,"L","L","A"
3353,"M","M","M","B","E","A","A","M",1,"M","M","A"
3354,"N","N","N","C","F","A","A","N",2,"N","N","A"
3355,"O","O","O","A","G","A","A","O",3,"O","O","A"
3356,"P","P","P","B","H","A","A","P",4,"P","P","A"
3357,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
3358,"R","R","R","A","J","A","A","R",2,"R","R","A"
3359,"S","S","S","B","K","A","A","S",3,"S","S","A"
3360,"T","T","T","C","L","A","A","T",4,"T","T","A"
3361,"A","A","A","A","A","A","A","A",1,"A","A","A"
3362,"B","B","B","B","B","A","A","B",2,"B","B","A"
3363,"C","C","C","C","C","A","A","C",3,"C","C","A"
3364,"D","D","D","A","D","A","A","D",4,"D","D","A"
3365,"E","E","E","B","E","A","A","E",1,"E","E","A"
3366,"F","F","F","C","F","A","A","F",2,"F","F","A"
3367,"G","G","G","A","G","A","A","G",3,"G","G","A"
3368,"H","H","H","B","H","A","A","H",4,"H","H","A"
3369,"I","I","I","C","I","A","A","I",1,"I","I","A"
3370,"J","J","J","A","J","A","A","J",2,"J","J","A"
3371,"K","K","K","B","K","A","A","K",3,"K","K","A"
3372,"L","L","L","C","L","A","A","L",4,"L","L","A"
3373,"M","M","M","A","A","A","A","M",1,"M","M","A"
3374,"N","N","N","B","B","A","A","N",2,"N","N","A"
3375,"O","O","O","C","C","A","A","O",3,"O","O","A"
3376,"P","P","P","A","D","A","A","P",4,"P","P","A"
3377,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
3378,"R","R","R","C","F","A","A","R",2,"R","R","A"
3379,"S","S","S","A","G","A","A","S",3,"S","S","A"
3380,"T","T","T","B","H","A","A","T",4,"T","T","A"
3381,"A","A","A","C","I","A","A","A",1,"A","A","A"
3382,"B","B","B","A","J","A","A","B",2,"B","B","A"
3383,"C","C","C","B","K","A","A","C",3,"C","C","A"
3384,"D","D","D","C","L","A","A","D",4,"D","D","A"
3385,"E","E","E","A","A","A","A","E",1,"E","E","A"
