"id","vendor_id","supplier_id","name","description","notes"
1804,1804,1804,"D","D","D"
1805,1805,1805,"E","E","E"
1806,1806,1806,"F","F","F"
1807,1807,1807,"G","G","G"
1808,1808,1808,"H","H","H"
1809,1809,1809,"I","I","I"
1810,1810,1810,"J","J","J"
1811,1811,1811,"K","K","K"
1812,1812,1812,"L","L","L"
1813,1813,1813,"M","M","M"
1814,1814,1814,"N","N","N"
1815,1815,1815,"O","O","O"
1816,1816,1816,"P","P","P"
1817,1817,1817,"Q","Q","Q"
1818,1818,1818,"R","R","R"
1819,1819,1819,"S","S","S"
1820,1820,1820,"T","T","T"
1821,1821,1821,"A","A","A"
1822,1822,1822,"B","B","B"
1823,1823,1823,"C","C","C"
1824,1824,1824,"D","D","D"
1825,1825,1825,"E","E","E"
1826,1826,1826,"F","F","F"
1827,1827,1827,"G","G","G"
1828,1828,1828,"H","H","H"
1829,1829,1829,"I","I","I"
1830,1830,1830,"J","J","J"
1831,1831,1831,"K","K","K"
1832,1832,1832,"L","L","L"
1833,1833,1833,"M","M","M"
1834,1834,1834,"N","N","N"
1835,1835,1835,"O","O","O"
1836,1836,1836,"P","P","P"
1837,1837,1837,"Q","Q","Q"
1838,1838,1838,"R","R","R"
1839,1839,1839,"S","S","S"
1840,1840,1840,"T","T","T"
1841,1841,1841,"A","A","A"
1842,1842,1842,"B","B","B"
1843,1843,1843,"C","C","C"
1844,1844,1844,"D","D","D"
1845,1845,1845,"E","E","E"
1846,1846,1846,"F","F","F"
1847,1847,1847,"G","G","G"
1848,1848,1848,"H","H","H"
1849,1849,1849,"I","I","I"
1850,1850,1850,"J","J","J"
1851,1851,1851,"K","K","K"
1852,1852,1852,"L","L","L"
1853,1853,1853,"M","M","M"
1854,1854,1854,"N","N","N"
1855,1855,1855,"O","O","O"
1856,1856,1856,"P","P","P"
1857,1857,1857,"Q","Q","Q"
1858,1858,1858,"R","R","R"
1859,1859,1859,"S","S","S"
1860,1860,1860,"T","T","T"
1861,1861,1861,"A","A","A"
1862,1862,1862,"B","B","B"
1863,1863,1863,"C","C","C"
1864,1864,1864,"D","D","D"
1865,1865,1865,"E","E","E"
1866,1866,1866,"F","F","F"
1867,1867,1867,"G","G","G"
1868,1868,1868,"H","H","H"
1869,1869,1869,"I","I","I"
1870,1870,1870,"J","J","J"
1871,1871,1871,"K","K","K"
1872,1872,1872,"L","L","L"
1873,1873,1873,"M","M","M"
1874,1874,1874,"N","N","N"
1875,1875,1875,"O","O","O"
1876,1876,1876,"P","P","P"
1877,1877,1877,"Q","Q","Q"
1878,1878,1878,"R","R","R"
1879,1879,1879,"S","S","S"
1880,1880,1880,"T","T","T"
1881,1881,1881,"A","A","A"
1882,1882,1882,"B","B","B"
1883,1883,1883,"C","C","C"
1884,1884,1884,"D","D","D"
1885,1885,1885,"E","E","E"
1886,1886,1886,"F","F","F"
1887,1887,1887,"G","G","G"
1888,1888,1888,"H","H","H"
1889,1889,1889,"I","I","I"
1890,1890,1890,"J","J","J"
1891,1891,1891,"K","K","K"
1892,1892,1892,"L","L","L"
1893,1893,1893,"M","M","M"
1894,1894,1894,"N","N","N"
1895,1895,1895,"O","O","O"
1896,1896,1896,"P","P","P"
1897,1897,1897,"Q","Q","Q"
1898,1898,1898,"R","R","R"
1899,1899,1899,"S","S","S"
1900,1900,1900,"T","T","T"
1901,1901,1901,"A","A","A"
1902,1902,1902,"B","B","B"
1903,1903,1903,"C","C","C"
1904,1904,1904,"D","D","D"
1905,1905,1905,"E","E","E"
1906,1906,1906,"F","F","F"
1907,1907,1907,"G","G","G"
1908,1908,1908,"H","H","H"
1909,1909,1909,"I","I","I"
1910,1910,1910,"J","J","J"
1911,1911,1911,"K","K","K"
1912,1912,1912,"L","L","L"
1913,1913,1913,"M","M","M"
1914,1914,1914,"N","N","N"
1915,1915,1915,"O","O","O"
1916,1916,1916,"P","P","P"
1917,1917,1917,"Q","Q","Q"
1918,1918,1918,"R","R","R"
1919,1919,1919,"S","S","S"
1920,1920,1920,"T","T","T"
1921,1921,1921,"A","A","A"
1922,1922,1922,"B","B","B"
1923,1923,1923,"C","C","C"
1924,1924,1924,"D","D","D"
1925,1925,1925,"E","E","E"
1926,1926,1926,"F","F","F"
1927,1927,1927,"G","G","G"
1928,1928,1928,"H","H","H"
1929,1929,1929,"I","I","I"
1930,1930,1930,"J","J","J"
1931,1931,1931,"K","K","K"
1932,1932,1932,"L","L","L"
1933,1933,1933,"M","M","M"
1934,1934,1934,"N","N","N"
1935,1935,1935,"O","O","O"
1936,1936,1936,"P","P","P"
1937,1937,1937,"Q","Q","Q"
1938,1938,1938,"R","R","R"
1939,1939,1939,"S","S","S"
1940,1940,1940,"T","T","T"
1941,1941,1941,"A","A","A"
1942,1942,1942,"B","B","B"
1943,1943,1943,"C","C","C"
1944,1944,1944,"D","D","D"
1945,1945,1945,"E","E","E"
1946,1946,1946,"F","F","F"
1947,1947,1947,"G","G","G"
1948,1948,1948,"H","H","H"
1949,1949,1949,"I","I","I"
1950,1950,1950,"J","J","J"
1951,1951,1951,"K","K","K"
1952,1952,1952,"L","L","L"
1953,1953,1953,"M","M","M"
1954,1954,1954,"N","N","N"
1955,1955,1955,"O","O","O"
1956,1956,1956,"P","P","P"
1957,1957,1957,"Q","Q","Q"
1958,1958,1958,"R","R","R"
1959,1959,1959,"S","S","S"
1960,1960,1960,"T","T","T"
1961,1961,1961,"A","A","A"
1962,1962,1962,"B","B","B"
1963,1963,1963,"C","C","C"
1964,1964,1964,"D","D","D"
1965,1965,1965,"E","E","E"
1966,1966,1966,"F","F","F"
1967,1967,1967,"G","G","G"
1968,1968,1968,"H","H","H"
1969,1969,1969,"I","I","I"
1970,1970,1970,"J","J","J"
1971,1971,1971,"K","K","K"
1972,1972,1972,"L","L","L"
1973,1973,1973,"M","M","M"
1974,1974,1974,"N","N","N"
1975,1975,1975,"O","O","O"
1976,1976,1976,"P","P","P"
1977,1977,1977,"Q","Q","Q"
1978,1978,1978,"R","R","R"
1979,1979,1979,"S","S","S"
1980,1980,1980,"T","T","T"
1981,1981,1981,"A","A","A"
1982,1982,1982,"B","B","B"
1983,1983,1983,"C","C","C"
1984,1984,1984,"D","D","D"
1985,1985,1985,"E","E","E"
1986,1986,1986,"F","F","F"
1987,1987,1987,"G","G","G"
1988,1988,1988,"H","H","H"
1989,1989,1989,"I","I","I"
1990,1990,1990,"J","J","J"
1991,1991,1991,"K","K","K"
1992,1992,1992,"L","L","L"
1993,1993,1993,"M","M","M"
1994,1994,1994,"N","N","N"
1995,1995,1995,"O","O","O"
1996,1996,1996,"P","P","P"
1997,1997,1997,"Q","Q","Q"
1998,1998,1998,"R","R","R"
1999,1999,1999,"S","S","S"
2000,2000,2000,"T","T","T"
2001,2001,1,"A","A","A"
2002,2002,2,"B","B","B"
2003,2003,3,"C","C","C"
2004,2004,4,"D","D","D"
2005,2005,5,"E","E","E"
2006,2006,6,"F","F","F"
2007,2007,7,"G","G","G"
2008,2008,8,"H","H","H"
2009,2009,9,"I","I","I"
2010,2010,10,"J","J","J"
2011,2011,11,"K","K","K"
2012,2012,12,"L","L","L"
2013,2013,13,"M","M","M"
2014,2014,14,"N","N","N"
2015,2015,15,"O","O","O"
2016,2016,16,"P","P","P"
2017,2017,17,"Q","Q","Q"
2018,2018,18,"R","R","R"
2019,2019,19,"S","S","S"
2020,2020,20,"T","T","T"
2021,2021,21,"A","A","A"
2022,2022,22,"B","B","B"
2023,2023,23,"C","C","C"
2024,2024,24,"D","D","D"
2025,2025,25,"E","E","E"
2026,2026,26,"F","F","F"
2027,2027,27,"G","G","G"
2028,2028,28,"H","H","H"
2029,2029,29,"I","I","I"
2030,2030,30,"J","J","J"
2031,2031,31,"K","K","K"
2032,2032,32,"L","L","L"
2033,2033,33,"M","M","M"
2034,2034,34,"N","N","N"
2035,2035,35,"O","O","O"
2036,2036,36,"P","P","P"
2037,2037,37,"Q","Q","Q"
2038,2038,38,"R","R","R"
2039,2039,39,"S","S","S"
2040,2040,40,"T","T","T"
2041,2041,41,"A","A","A"
2042,2042,42,"B","B","B"
2043,2043,43,"C","C","C"
2044,2044,44,"D","D","D"
2045,2045,45,"E","E","E"
2046,2046,46,"F","F","F"
2047,2047,47,"G","G","G"
2048,2048,48,"H","H","H"
2049,2049,49,"I","I","I"
2050,2050,50,"J","J","J"
2051,2051,51,"K","K","K"
2052,2052,52,"L","L","L"
2053,2053,53,"M","M","M"
2054,2054,54,"N","N","N"
2055,2055,55,"O","O","O"
2056,2056,56,"P","P","P"
2057,2057,57,"Q","Q","Q"
2058,2058,58,"R","R","R"
2059,2059,59,"S","S","S"
2060,2060,60,"T","T","T"
2061,2061,61,"A","A","A"
2062,2062,62,"B","B","B"
2063,2063,63,"C","C","C"
2064,2064,64,"D","D","D"
2065,2065,65,"E","E","E"
2066,2066,66,"F","F","F"
2067,2067,67,"G","G","G"
2068,2068,68,"H","H","H"
2069,2069,69,"I","I","I"
2070,2070,70,"J","J","J"
2071,2071,71,"K","K","K"
2072,2072,72,"L","L","L"
2073,2073,73,"M","M","M"
2074,2074,74,"N","N","N"
2075,2075,75,"O","O","O"
2076,2076,76,"P","P","P"
2077,2077,77,"Q","Q","Q"
2078,2078,78,"R","R","R"
2079,2079,79,"S","S","S"
2080,2080,80,"T","T","T"
2081,2081,81,"A","A","A"
2082,2082,82,"B","B","B"
2083,2083,83,"C","C","C"
2084,2084,84,"D","D","D"
2085,2085,85,"E","E","E"
2086,2086,86,"F","F","F"
2087,2087,87,"G","G","G"
2088,2088,88,"H","H","H"
2089,2089,89,"I","I","I"
2090,2090,90,"J","J","J"
2091,2091,91,"K","K","K"
2092,2092,92,"L","L","L"
2093,2093,93,"M","M","M"
2094,2094,94,"N","N","N"
2095,2095,95,"O","O","O"
2096,2096,96,"P","P","P"
2097,2097,97,"Q","Q","Q"
2098,2098,98,"R","R","R"
2099,2099,99,"S","S","S"
2100,2100,100,"T","T","T"
2101,2101,101,"A","A","A"
2102,2102,102,"B","B","B"
2103,2103,103,"C","C","C"
2104,2104,104,"D","D","D"
2105,2105,105,"E","E","E"
2106,2106,106,"F","F","F"
2107,2107,107,"G","G","G"
2108,2108,108,"H","H","H"
2109,2109,109,"I","I","I"
2110,2110,110,"J","J","J"
2111,2111,111,"K","K","K"
2112,2112,112,"L","L","L"
2113,2113,113,"M","M","M"
2114,2114,114,"N","N","N"
2115,2115,115,"O","O","O"
2116,2116,116,"P","P","P"
2117,2117,117,"Q","Q","Q"
2118,2118,118,"R","R","R"
2119,2119,119,"S","S","S"
2120,2120,120,"T","T","T"
2121,2121,121,"A","A","A"
2122,2122,122,"B","B","B"
2123,2123,123,"C","C","C"
2124,2124,124,"D","D","D"
2125,2125,125,"E","E","E"
2126,2126,126,"F","F","F"
2127,2127,127,"G","G","G"
2128,2128,128,"H","H","H"
2129,2129,129,"I","I","I"
2130,2130,130,"J","J","J"
2131,2131,131,"K","K","K"
2132,2132,132,"L","L","L"
2133,2133,133,"M","M","M"
2134,2134,134,"N","N","N"
2135,2135,135,"O","O","O"
2136,2136,136,"P","P","P"
2137,2137,137,"Q","Q","Q"
2138,2138,138,"R","R","R"
2139,2139,139,"S","S","S"
2140,2140,140,"T","T","T"
2141,2141,141,"A","A","A"
2142,2142,142,"B","B","B"
2143,2143,143,"C","C","C"
2144,2144,144,"D","D","D"
2145,2145,145,"E","E","E"
2146,2146,146,"F","F","F"
2147,2147,147,"G","G","G"
2148,2148,148,"H","H","H"
2149,2149,149,"I","I","I"
2150,2150,150,"J","J","J"
2151,2151,151,"K","K","K"
2152,2152,152,"L","L","L"
2153,2153,153,"M","M","M"
2154,2154,154,"N","N","N"
2155,2155,155,"O","O","O"
2156,2156,156,"P","P","P"
2157,2157,157,"Q","Q","Q"
2158,2158,158,"R","R","R"
2159,2159,159,"S","S","S"
2160,2160,160,"T","T","T"
2161,2161,161,"A","A","A"
2162,2162,162,"B","B","B"
2163,2163,163,"C","C","C"
2164,2164,164,"D","D","D"
2165,2165,165,"E","E","E"
2166,2166,166,"F","F","F"
2167,2167,167,"G","G","G"
2168,2168,168,"H","H","H"
2169,2169,169,"I","I","I"
2170,2170,170,"J","J","J"
2171,2171,171,"K","K","K"
2172,2172,172,"L","L","L"
2173,2173,173,"M","M","M"
2174,2174,174,"N","N","N"
2175,2175,175,"O","O","O"
2176,2176,176,"P","P","P"
2177,2177,177,"Q","Q","Q"
2178,2178,178,"R","R","R"
2179,2179,179,"S","S","S"
2180,2180,180,"T","T","T"
2181,2181,181,"A","A","A"
2182,2182,182,"B","B","B"
2183,2183,183,"C","C","C"
2184,2184,184,"D","D","D"
2185,2185,185,"E","E","E"
2186,2186,186,"F","F","F"
2187,2187,187,"G","G","G"
2188,2188,188,"H","H","H"
2189,2189,189,"I","I","I"
2190,2190,190,"J","J","J"
2191,2191,191,"K","K","K"
2192,2192,192,"L","L","L"
2193,2193,193,"M","M","M"
2194,2194,194,"N","N","N"
2195,2195,195,"O","O","O"
2196,2196,196,"P","P","P"
2197,2197,197,"Q","Q","Q"
2198,2198,198,"R","R","R"
2199,2199,199,"S","S","S"
2200,2200,200,"T","T","T"
2201,2201,201,"A","A","A"
2202,2202,202,"B","B","B"
2203,2203,203,"C","C","C"
2204,2204,204,"D","D","D"
2205,2205,205,"E","E","E"
2206,2206,206,"F","F","F"
2207,2207,207,"G","G","G"
2208,2208,208,"H","H","H"
2209,2209,209,"I","I","I"
2210,2210,210,"J","J","J"
2211,2211,211,"K","K","K"
2212,2212,212,"L","L","L"
2213,2213,213,"M","M","M"
2214,2214,214,"N","N","N"
2215,2215,215,"O","O","O"
2216,2216,216,"P","P","P"
2217,2217,217,"Q","Q","Q"
2218,2218,218,"R","R","R"
2219,2219,219,"S","S","S"
2220,2220,220,"T","T","T"
2221,2221,221,"A","A","A"
2222,2222,222,"B","B","B"
2223,2223,223,"C","C","C"
2224,2224,224,"D","D","D"
2225,2225,225,"E","E","E"
2226,2226,226,"F","F","F"
2227,2227,227,"G","G","G"
2228,2228,228,"H","H","H"
2229,2229,229,"I","I","I"
2230,2230,230,"J","J","J"
2231,2231,231,"K","K","K"
2232,2232,232,"L","L","L"
2233,2233,233,"M","M","M"
2234,2234,234,"N","N","N"
2235,2235,235,"O","O","O"
2236,2236,236,"P","P","P"
2237,2237,237,"Q","Q","Q"
2238,2238,238,"R","R","R"
2239,2239,239,"S","S","S"
2240,2240,240,"T","T","T"
2241,2241,241,"A","A","A"
2242,2242,242,"B","B","B"
2243,2243,243,"C","C","C"
2244,2244,244,"D","D","D"
2245,2245,245,"E","E","E"
2246,2246,246,"F","F","F"
2247,2247,247,"G","G","G"
2248,2248,248,"H","H","H"
2249,2249,249,"I","I","I"
2250,2250,250,"J","J","J"
2251,2251,251,"K","K","K"
2252,2252,252,"L","L","L"
2253,2253,253,"M","M","M"
2254,2254,254,"N","N","N"
2255,2255,255,"O","O","O"
2256,2256,256,"P","P","P"
2257,2257,257,"Q","Q","Q"
2258,2258,258,"R","R","R"
2259,2259,259,"S","S","S"
2260,2260,260,"T","T","T"
2261,2261,261,"A","A","A"
2262,2262,262,"B","B","B"
2263,2263,263,"C","C","C"
2264,2264,264,"D","D","D"
2265,2265,265,"E","E","E"
2266,2266,266,"F","F","F"
2267,2267,267,"G","G","G"
2268,2268,268,"H","H","H"
2269,2269,269,"I","I","I"
2270,2270,270,"J","J","J"
2271,2271,271,"K","K","K"
2272,2272,272,"L","L","L"
2273,2273,273,"M","M","M"
2274,2274,274,"N","N","N"
2275,2275,275,"O","O","O"
2276,2276,276,"P","P","P"
2277,2277,277,"Q","Q","Q"
2278,2278,278,"R","R","R"
2279,2279,279,"S","S","S"
2280,2280,280,"T","T","T"
2281,2281,281,"A","A","A"
2282,2282,282,"B","B","B"
2283,2283,283,"C","C","C"
2284,2284,284,"D","D","D"
2285,2285,285,"E","E","E"
2286,2286,286,"F","F","F"
2287,2287,287,"G","G","G"
2288,2288,288,"H","H","H"
2289,2289,289,"I","I","I"
2290,2290,290,"J","J","J"
2291,2291,291,"K","K","K"
2292,2292,292,"L","L","L"
2293,2293,293,"M","M","M"
2294,2294,294,"N","N","N"
2295,2295,295,"O","O","O"
2296,2296,296,"P","P","P"
2297,2297,297,"Q","Q","Q"
2298,2298,298,"R","R","R"
2299,2299,299,"S","S","S"
2300,2300,300,"T","T","T"
2301,2301,301,"A","A","A"
2302,2302,302,"B","B","B"
2303,2303,303,"C","C","C"
2304,2304,304,"D","D","D"
2305,2305,305,"E","E","E"
2306,2306,306,"F","F","F"
2307,2307,307,"G","G","G"
2308,2308,308,"H","H","H"
2309,2309,309,"I","I","I"
2310,2310,310,"J","J","J"
2311,2311,311,"K","K","K"
2312,2312,312,"L","L","L"
2313,2313,313,"M","M","M"
2314,2314,314,"N","N","N"
2315,2315,315,"O","O","O"
2316,2316,316,"P","P","P"
2317,2317,317,"Q","Q","Q"
2318,2318,318,"R","R","R"
2319,2319,319,"S","S","S"
2320,2320,320,"T","T","T"
2321,2321,321,"A","A","A"
2322,2322,322,"B","B","B"
2323,2323,323,"C","C","C"
2324,2324,324,"D","D","D"
2325,2325,325,"E","E","E"
2326,2326,326,"F","F","F"
2327,2327,327,"G","G","G"
2328,2328,328,"H","H","H"
2329,2329,329,"I","I","I"
2330,2330,330,"J","J","J"
2331,2331,331,"K","K","K"
2332,2332,332,"L","L","L"
2333,2333,333,"M","M","M"
2334,2334,334,"N","N","N"
2335,2335,335,"O","O","O"
2336,2336,336,"P","P","P"
2337,2337,337,"Q","Q","Q"
2338,2338,338,"R","R","R"
2339,2339,339,"S","S","S"
2340,2340,340,"T","T","T"
2341,2341,341,"A","A","A"
2342,2342,342,"B","B","B"
2343,2343,343,"C","C","C"
2344,2344,344,"D","D","D"
2345,2345,345,"E","E","E"
2346,2346,346,"F","F","F"
2347,2347,347,"G","G","G"
2348,2348,348,"H","H","H"
2349,2349,349,"I","I","I"
2350,2350,350,"J","J","J"
2351,2351,351,"K","K","K"
2352,2352,352,"L","L","L"
2353,2353,353,"M","M","M"
2354,2354,354,"N","N","N"
2355,2355,355,"O","O","O"
2356,2356,356,"P","P","P"
2357,2357,357,"Q","Q","Q"
2358,2358,358,"R","R","R"
2359,2359,359,"S","S","S"
2360,2360,360,"T","T","T"
2361,2361,361,"A","A","A"
2362,2362,362,"B","B","B"
2363,2363,363,"C","C","C"
2364,2364,364,"D","D","D"
2365,2365,365,"E","E","E"
2366,2366,366,"F","F","F"
2367,2367,367,"G","G","G"
2368,2368,368,"H","H","H"
2369,2369,369,"I","I","I"
2370,2370,370,"J","J","J"
2371,2371,371,"K","K","K"
2372,2372,372,"L","L","L"
2373,2373,373,"M","M","M"
2374,2374,374,"N","N","N"
2375,2375,375,"O","O","O"
2376,2376,376,"P","P","P"
2377,2377,377,"Q","Q","Q"
2378,2378,378,"R","R","R"
2379,2379,379,"S","S","S"
2380,2380,380,"T","T","T"
2381,2381,381,"A","A","A"
2382,2382,382,"B","B","B"
2383,2383,383,"C","C","C"
2384,2384,384,"D","D","D"
2385,2385,385,"E","E","E"
2386,2386,386,"F","F","F"
2387,2387,387,"G","G","G"
2388,2388,388,"H","H","H"
2389,2389,389,"I","I","I"
2390,2390,390,"J","J","J"
2391,2391,391,"K","K","K"
2392,2392,392,"L","L","L"
2393,2393,393,"M","M","M"
2394,2394,394,"N","N","N"
2395,2395,395,"O","O","O"
2396,2396,396,"P","P","P"
2397,2397,397,"Q","Q","Q"
2398,2398,398,"R","R","R"
2399,2399,399,"S","S","S"
2400,2400,400,"T","T","T"
2401,2401,401,"A","A","A"
2402,2402,402,"B","B","B"
2403,2403,403,"C","C","C"
2404,2404,404,"D","D","D"
2405,2405,405,"E","E","E"
2406,2406,406,"F","F","F"
2407,2407,407,"G","G","G"
2408,2408,408,"H","H","H"
2409,2409,409,"I","I","I"
2410,2410,410,"J","J","J"
2411,2411,411,"K","K","K"
2412,2412,412,"L","L","L"
2413,2413,413,"M","M","M"
2414,2414,414,"N","N","N"
2415,2415,415,"O","O","O"
2416,2416,416,"P","P","P"
2417,2417,417,"Q","Q","Q"
2418,2418,418,"R","R","R"
2419,2419,419,"S","S","S"
2420,2420,420,"T","T","T"
2421,2421,421,"A","A","A"
2422,2422,422,"B","B","B"
2423,2423,423,"C","C","C"
2424,2424,424,"D","D","D"
2425,2425,425,"E","E","E"
2426,2426,426,"F","F","F"
2427,2427,427,"G","G","G"
2428,2428,428,"H","H","H"
2429,2429,429,"I","I","I"
2430,2430,430,"J","J","J"
2431,2431,431,"K","K","K"
2432,2432,432,"L","L","L"
2433,2433,433,"M","M","M"
2434,2434,434,"N","N","N"
2435,2435,435,"O","O","O"
2436,2436,436,"P","P","P"
2437,2437,437,"Q","Q","Q"
2438,2438,438,"R","R","R"
2439,2439,439,"S","S","S"
2440,2440,440,"T","T","T"
2441,2441,441,"A","A","A"
2442,2442,442,"B","B","B"
2443,2443,443,"C","C","C"
2444,2444,444,"D","D","D"
2445,2445,445,"E","E","E"
2446,2446,446,"F","F","F"
2447,2447,447,"G","G","G"
2448,2448,448,"H","H","H"
2449,2449,449,"I","I","I"
2450,2450,450,"J","J","J"
2451,2451,451,"K","K","K"
2452,2452,452,"L","L","L"
2453,2453,453,"M","M","M"
2454,2454,454,"N","N","N"
2455,2455,455,"O","O","O"
2456,2456,456,"P","P","P"
2457,2457,457,"Q","Q","Q"
2458,2458,458,"R","R","R"
2459,2459,459,"S","S","S"
2460,2460,460,"T","T","T"
2461,2461,461,"A","A","A"
2462,2462,462,"B","B","B"
2463,2463,463,"C","C","C"
2464,2464,464,"D","D","D"
2465,2465,465,"E","E","E"
2466,2466,466,"F","F","F"
2467,2467,467,"G","G","G"
2468,2468,468,"H","H","H"
2469,2469,469,"I","I","I"
2470,2470,470,"J","J","J"
2471,2471,471,"K","K","K"
2472,2472,472,"L","L","L"
2473,2473,473,"M","M","M"
2474,2474,474,"N","N","N"
2475,2475,475,"O","O","O"
2476,2476,476,"P","P","P"
2477,2477,477,"Q","Q","Q"
2478,2478,478,"R","R","R"
2479,2479,479,"S","S","S"
2480,2480,480,"T","T","T"
2481,2481,481,"A","A","A"
2482,2482,482,"B","B","B"
2483,2483,483,"C","C","C"
2484,2484,484,"D","D","D"
2485,2485,485,"E","E","E"
2486,2486,486,"F","F","F"
2487,2487,487,"G","G","G"
2488,2488,488,"H","H","H"
2489,2489,489,"I","I","I"
2490,2490,490,"J","J","J"
2491,2491,491,"K","K","K"
2492,2492,492,"L","L","L"
2493,2493,493,"M","M","M"
2494,2494,494,"N","N","N"
2495,2495,495,"O","O","O"
2496,2496,496,"P","P","P"
2497,2497,497,"Q","Q","Q"
2498,2498,498,"R","R","R"
2499,2499,499,"S","S","S"
2500,2500,500,"T","T","T"
2501,2501,501,"A","A","A"
2502,2502,502,"B","B","B"
2503,2503,503,"C","C","C"
2504,2504,504,"D","D","D"
2505,2505,505,"E","E","E"
2506,2506,506,"F","F","F"
2507,2507,507,"G","G","G"
2508,2508,508,"H","H","H"
2509,2509,509,"I","I","I"
2510,2510,510,"J","J","J"
2511,2511,511,"K","K","K"
2512,2512,512,"L","L","L"
2513,2513,513,"M","M","M"
2514,2514,514,"N","N","N"
2515,2515,515,"O","O","O"
2516,2516,516,"P","P","P"
2517,2517,517,"Q","Q","Q"
2518,2518,518,"R","R","R"
2519,2519,519,"S","S","S"
2520,2520,520,"T","T","T"
2521,2521,521,"A","A","A"
2522,2522,522,"B","B","B"
2523,2523,523,"C","C","C"
2524,2524,524,"D","D","D"
2525,2525,525,"E","E","E"
2526,2526,526,"F","F","F"
2527,2527,527,"G","G","G"
2528,2528,528,"H","H","H"
2529,2529,529,"I","I","I"
2530,2530,530,"J","J","J"
2531,2531,531,"K","K","K"
2532,2532,532,"L","L","L"
2533,2533,533,"M","M","M"
2534,2534,534,"N","N","N"
2535,2535,535,"O","O","O"
2536,2536,536,"P","P","P"
2537,2537,537,"Q","Q","Q"
2538,2538,538,"R","R","R"
2539,2539,539,"S","S","S"
2540,2540,540,"T","T","T"
2541,2541,541,"A","A","A"
2542,2542,542,"B","B","B"
2543,2543,543,"C","C","C"
2544,2544,544,"D","D","D"
2545,2545,545,"E","E","E"
2546,2546,546,"F","F","F"
2547,2547,547,"G","G","G"
2548,2548,548,"H","H","H"
2549,2549,549,"I","I","I"
2550,2550,550,"J","J","J"
2551,2551,551,"K","K","K"
2552,2552,552,"L","L","L"
2553,2553,553,"M","M","M"
2554,2554,554,"N","N","N"
2555,2555,555,"O","O","O"
2556,2556,556,"P","P","P"
2557,2557,557,"Q","Q","Q"
2558,2558,558,"R","R","R"
2559,2559,559,"S","S","S"
2560,2560,560,"T","T","T"
2561,2561,561,"A","A","A"
2562,2562,562,"B","B","B"
2563,2563,563,"C","C","C"
2564,2564,564,"D","D","D"
2565,2565,565,"E","E","E"
2566,2566,566,"F","F","F"
2567,2567,567,"G","G","G"
2568,2568,568,"H","H","H"
2569,2569,569,"I","I","I"
2570,2570,570,"J","J","J"
2571,2571,571,"K","K","K"
2572,2572,572,"L","L","L"
2573,2573,573,"M","M","M"
2574,2574,574,"N","N","N"
2575,2575,575,"O","O","O"
2576,2576,576,"P","P","P"
2577,2577,577,"Q","Q","Q"
2578,2578,578,"R","R","R"
2579,2579,579,"S","S","S"
2580,2580,580,"T","T","T"
2581,2581,581,"A","A","A"
2582,2582,582,"B","B","B"
2583,2583,583,"C","C","C"
2584,2584,584,"D","D","D"
2585,2585,585,"E","E","E"
2586,2586,586,"F","F","F"
2587,2587,587,"G","G","G"
2588,2588,588,"H","H","H"
2589,2589,589,"I","I","I"
2590,2590,590,"J","J","J"
2591,2591,591,"K","K","K"
2592,2592,592,"L","L","L"
2593,2593,593,"M","M","M"
2594,2594,594,"N","N","N"
2595,2595,595,"O","O","O"
2596,2596,596,"P","P","P"
2597,2597,597,"Q","Q","Q"
2598,2598,598,"R","R","R"
2599,2599,599,"S","S","S"
2600,2600,600,"T","T","T"
2601,2601,601,"A","A","A"
2602,2602,602,"B","B","B"
2603,2603,603,"C","C","C"
2604,2604,604,"D","D","D"
2605,2605,605,"E","E","E"
2606,2606,606,"F","F","F"
2607,2607,607,"G","G","G"
2608,2608,608,"H","H","H"
2609,2609,609,"I","I","I"
2610,2610,610,"J","J","J"
2611,2611,611,"K","K","K"
2612,2612,612,"L","L","L"
2613,2613,613,"M","M","M"
2614,2614,614,"N","N","N"
2615,2615,615,"O","O","O"
2616,2616,616,"P","P","P"
2617,2617,617,"Q","Q","Q"
2618,2618,618,"R","R","R"
2619,2619,619,"S","S","S"
2620,2620,620,"T","T","T"
2621,2621,621,"A","A","A"
2622,2622,622,"B","B","B"
2623,2623,623,"C","C","C"
2624,2624,624,"D","D","D"
2625,2625,625,"E","E","E"
2626,2626,626,"F","F","F"
2627,2627,627,"G","G","G"
2628,2628,628,"H","H","H"
2629,2629,629,"I","I","I"
2630,2630,630,"J","J","J"
2631,2631,631,"K","K","K"
2632,2632,632,"L","L","L"
2633,2633,633,"M","M","M"
2634,2634,634,"N","N","N"
2635,2635,635,"O","O","O"
2636,2636,636,"P","P","P"
2637,2637,637,"Q","Q","Q"
2638,2638,638,"R","R","R"
2639,2639,639,"S","S","S"
2640,2640,640,"T","T","T"
2641,2641,641,"A","A","A"
2642,2642,642,"B","B","B"
2643,2643,643,"C","C","C"
2644,2644,644,"D","D","D"
2645,2645,645,"E","E","E"
2646,2646,646,"F","F","F"
2647,2647,647,"G","G","G"
2648,2648,648,"H","H","H"
2649,2649,649,"I","I","I"
2650,2650,650,"J","J","J"
2651,2651,651,"K","K","K"
2652,2652,652,"L","L","L"
2653,2653,653,"M","M","M"
2654,2654,654,"N","N","N"
2655,2655,655,"O","O","O"
2656,2656,656,"P","P","P"
